日期,時間,活動名稱,地點,主講人,主持人,類型,備註,詳細內容
2026-02-06,19:00 - 21:00,遇見更好的自己—托特塔羅的探索與療癒之旅,C1014,琳悉,何達儒,講座,在這個資訊過載、節奏飛快的時代，我們每天滑著螢幕，回訊息、追...,在這個資訊過載、節奏飛快的時代，我們每天滑著螢幕，回訊息、追進度，卻很少有片刻，真正停下來問問自己—— 我現在過得好嗎？ 我還喜歡現在的自己嗎？ 下一步，我想往哪裡走？ 這一場【遇見更好的自己—托特塔羅的探索與療癒之旅】，不是要替你決定命運，而是陪你展開一段溫柔的心靈探索旅程。 活動將透過老師的分享、對談與現場互動，引導大家一步步探索自己的心靈。 我們會以托特塔羅為主軸，帶你認識：原來這些古老的牌卡，不只是神祕學工具，更是一種幫助我們「看見自己」的語言。 在活動中，你將跟著老師一起探索： >托特塔羅牌卡如何幫助探索自我的心靈 >與塔羅牌卡牌陣介紹 >如何開始自己的自我療癒旅程？
2026-02-06,19:15 - 20:15,蕾貝卡·瓦瑟曼交流簽書會,法國館 Pavillon français,蕾貝卡·瓦瑟曼 Rebecca Vaissermann / 作家暨演員,n/a,簽書會,蕾貝卡·瓦瑟曼是位作家暨演員，其作品圍繞記憶與傳承、剝削與反...,蕾貝卡·瓦瑟曼是位作家暨演員，其作品圍繞記憶與傳承、剝削與反抗等問題展開，並深深植根於當代法語語系的書寫脈絡。2013年，她出版了首部小說《被遺忘者》，該作品榮獲書島(L'Île aux Livres)青年作家文學獎。隨後，她創作了數部戲劇作品，如《索皮之盒》、《擠奶室》及《49度》，並獲得多個評選委員會肯定與寫作資助。2026年她將在福爾摩沙藝術駐村計畫下，創作一部以台灣為背景的小說《最後的浪潮》。 在國際沙龍的座談會結束後，蕾貝卡·瓦瑟曼將移至法國館與民眾進行非正式交流，分享她的著作與其在台灣的創作計畫。本活動開放大眾參與，無需事先報名。
2026-02-07,10:30 - 11:30,《不將就的勇氣：在徒勞無功、混亂失序的世界裡，找到最堅定的自己》新書分享會,主題廣場,賴芳玉、方念華,,講座,《不將就的勇氣》中，賴芳玉寫下自實務經驗提煉出的探索、臣服、...,《不將就的勇氣》中，賴芳玉寫下自實務經驗提煉出的探索、臣服、對抗、轉化四階段，細密交織訪談個案故事、與友人和專業人士的討論、自身經驗，書寫關於受深植社會、家庭的價值觀影響下陷入困境、覺察問題，再奮起擺脫世俗的枷鎖，成就／找回自我的故事。 書中有歷經離婚與外遇的女子、掙扎於傳統框架的男性，也有中年破殼重生的靈魂。所有辯論與思考，最終都回到一個關乎所有人的根本問題：「我們想成為什麼樣的自己？」 你可能熟悉講法律的賴芳玉，熟悉她溫柔、堅定的聲音，熟悉她的身影，但寫這本書的賴芳玉，你一定不認識。 她陪伴許多人走過生命最黑暗、困頓、混亂的日子，陪著人們找回自己的生活，這次，她要陪我們更細緻而廣闊地，探索親密關係與超乎法律的人生哲學。
2026-02-07,11:45 - 12:45,賴馬30—從角色到世界觀，兒童文學的創作之路,主題廣場,賴馬、賴曉妍,,講座,賴馬：「創作是畫給兒時的自己」，我的起點 × 信念 ×轉折。...,賴馬：「創作是畫給兒時的自己」，我的起點 × 信念 ×轉折。 賴馬堅持30年創作不間斷，作品不只成為跨世代的經典記憶，也從創作者的角度，看見兒童文學在當代的責任與意義，未來也將持續打造更適合新世代的故事世界觀，讓角色走進孩子的日常生活中。
2026-02-07,13:00 - 14:00,善，最好的禮物,主題廣場,司徒惠康(國家衛生研究院院長)、趙政珉(時報出版社長)、蔡青兒(靜思書軒營運長兼主持人),,講座,本次主題廣場講座以《善，最好的禮物》為核心，透過「人文 × ...,本次主題廣場講座以《善，最好的禮物》為核心，透過「人文 × 藝術 × 智慧」的形式，邀請大眾一同回歸內在，尋回在日常中行善與柔軟的力量。 由靜思書軒營運長蔡青兒共同對談，分享影像背後的生命觀照，以及證嚴上人以靜思法語所傳遞的心靈安定。帶領讀者從「善的發心」走向「善的行動」，感受文字與影像之間所生起的溫度與力量。 讓我們在書展中看見善，並願意將「善」，作為送給世界最好的禮物。
2026-02-07,14:15 - 15:15,富足心態的跨域思維,主題廣場,郝旭烈+蔡宇哲+思維槓桿,,講座,本場沙龍為國際書展限定創舉，邀請兩組 Podcast 排行榜...,本場沙龍為國際書展限定創舉，邀請兩組 Podcast 排行榜人氣主持人進行「互訪式對談」。前段由《財富自由心理學》作者訪談《人際關係的思維槓桿》，後段角色對調，從金錢心理到人際界線，深入探討當代人最關鍵的兩種自由，最後開放讀者 Q&A 交流。
2026-02-07,15:30 - 16:30,每個人都可以寫故事——大衛・卡利的《說故事》宇宙,主題廣場,大衛．卡利（義大利繪本作家）,,講座,大衛・卡利是來自義大利、多才多藝的創作者，2025年臺北國際...,大衛・卡利是來自義大利、多才多藝的創作者，2025年臺北國際書展，他的作品以幽默、溫暖又充滿想像力的故事世界吸引了大量讀者朝聖，每一頁都展現出他獨特的創作魅力，讓人難以移開目光。此次，他將帶來新作品，與讀者分享跨界創作的心法與故事理念。 卡利同時身兼漫畫家、插畫家與童書作家，作品類型多元，從兒童繪本到成人讀物皆有涉獵，累積超過百本作品，並翻譯成三十多種語言。他的文字簡潔、幽默而溫暖，與各式插畫家合作，打造出引人入勝、充滿想像力的故事世界。 在臺灣已出版的作品包括與莫尼卡・巴倫可合作的《白花之愛》《毫無來由的那日》《作家和他的狗》，以及與莫里左・葛雷羅合作的《我的父親是海盗》，還有與克勞岱雅・帕瑪魯奇合作的《影之島》。這些作品都深受讀者喜愛，透過此次書展，讀者將有機會親耳聽卡利分享創作祕訣，也能從他的觀點重新審視圖畫書的魅力與可能性。
2026-02-07,16:45 - 17:45,繪畫現場：走進瑪嘉莉‧呂榭的音樂世界,主題廣場,瑪嘉莉‧呂榭 / 插畫家暨作者,,講座,音樂在瑪嘉莉‧呂榭的生命中始終佔據著特殊地位。自青少年時期便...,音樂在瑪嘉莉‧呂榭的生命中始終佔據著特殊地位。自青少年時期便是披頭四忠實粉絲的她，屆時將在披頭四的音樂引領下，現場繪製一系列繽紛圖像。繪畫結束後將由譯者陳文瑤主持簡短的問答環節。
2026-02-07,18:00 - 19:00,安東尼‧馬拉的歷史小說世界,主題廣場,安東尼‧馬拉與施清真,,講座,從車臣、列寧格勒到好萊塢。安東尼‧馬拉將展開「歷史小說」的宏...,從車臣、列寧格勒到好萊塢。安東尼‧馬拉將展開「歷史小說」的宏偉國度，分享三本著作的題材創作、國度、年代、歷史事件、場景與人物安排，並與中文版譯者施清真對談，從譯者的角度來解讀，深入歷史小說世界的內涵。
2026-02-07,19:15 - 20:15,人、鬼、離鄉與歸途：陳栢青 X 張惠菁談《蕉葉與樹的約定》,主題廣場,陳栢青、張惠菁,,講座,本次講座由陳栢青老師主講，並由主持人張惠菁引導提問，聚焦於 ...,本次講座由陳栢青老師主講，並由主持人張惠菁引導提問，聚焦於 Nakao Eki Pacidal 所著小說 《蕉葉與樹的約定》 及其背後的歷史、文化脈絡與現代意義。書中以日治時期臺灣原住民族阿美族馬太鞍部落青年「蕉葉」與「樹」為主線，透過棒球這項運動引領兩位主角踏上赴日、返鄉、身份與理想交織的旅程，並在百年後透過另一位青年「其朗」的故事，帶出「回家」與「帶誰回家」的深刻儀式與情感。
2026-02-07,20:30 - 21:30,心，成就了所見世界 王文靜《回到生命的喜馬拉雅》X 傳奇和尚 光師父 對談講座,主題廣場,作者：王文靜／與談人：光師父,,講座,「 喜馬拉雅，是人生的學校。」 專訪上千位CEO的王文靜，訪...,「 喜馬拉雅，是人生的學校。」 專訪上千位CEO的王文靜，訪談棄醫剃度的菜市場囝仔 光師父。 一場由迷轉悟・生命的68問：谷底與高峰、財富捨與得、人生苦與樂，一次次對話，看見智慧之光。 貧瘠，有時會觸發美好。當需要的愈少，內在的力量就愈大。回到內在，才能認識自己的生命。
2026-02-07,10:30 - 11:30,《半生熟：設計師眼中的曼谷色票》,紅沙龍,謝捲子,,沙龍講座,在慢與熱的東南亞之都，宇宙為他送來怎麼樣的魔幻風景？ ★有點...,在慢與熱的東南亞之都，宇宙為他送來怎麼樣的魔幻風景？ ★有點野、有點鬧，有點不敢相信的居遊筆記★
2026-02-07,10:30 - 11:30,長崎真悟來臺開工――3！2！1！鼴鼠建設大集合 ★任務01_親子創意工程隊：小小鼴鼠建設員,兒童沙龍,長崎真悟,邢小萍(臺北市古亭國小校長),沙龍講座,親子工作坊¬_小小工程師出任務，打造我的夢想建築！ 一、地點...,親子工作坊¬_小小工程師出任務，打造我的夢想建築！ 一、地點：兒童沙龍區 二、內容： (1)故事說演：邀請專業的故事講師進行前導《鼴鼠建設出任務：獾的甜甜圈隧道》說故事活動 (2)親子手作DIY：由長崎真悟示範引導親子進行「施工報告書」草圖，並動手建造裝飾各組的「夢想建築」，並為其命名，鼓勵孩子上台展示作品，進行頒獎及合照。 三、進行方式：邀請專業口譯老師進行即時口翻。 四、對象：親子家庭搶先報名：https://forms.gle/xv7UKoZiFvk4Pnji6
2026-02-07,10:30 - 11:30,噤聲下的獨白——見證歷史的白色恐怖詩選「暗房與光」,黃沙龍2F,向陽;陳允元,,沙龍講座,《暗房與光：臺灣白色恐怖詩選》一書收錄了自跨語時代到兩千年後...,《暗房與光：臺灣白色恐怖詩選》一書收錄了自跨語時代到兩千年後共67位詩人，包含華語、台語、客語等總計171首現代詩作品。也許在小說、散文依然靜默之時，詩已率先見證了白色恐怖。 當臺灣遭受極權統治，籠罩在白色恐怖之中時，各種「禁」，從國家層級架構延伸到常民生活。長期處於噤聲狀態，在文學發展方面，更難以寫出反映時代的作品，唯恐惹禍上身。現代詩具備的多義性，抽象化等特質，或許成為詩人們最佳的掩護，得以抒發。 有許多發表時，被視為描寫現代心靈遭受禁錮的詩作，假如以另一種脈絡來閱讀，何嘗不是描述了政治力的介入和壓迫，進而限制了自由。「暗房與光」裡，選入了不少此類詩作，如商禽著名的〈長頸鹿〉、〈門或者天空〉；林亨泰的〈風景No.2〉。如此的選詩方向在過往橫的移植和縱的繼承之間的討論外，為讀者提供了另一條認識臺灣現代詩的途徑。 本場講座的主講人為「暗房與光」的兩位主編，向陽和陳允元。他們將與讀者分享編選臺灣白色恐怖詩選的時代意義，以及編選概念，希望能在小說選和散文選外，繼續從詩的角度出發，以閱讀理解這段噤聲的歷史。
2026-02-07,10:30 - 11:30,人工智慧與人類智慧的雙重謎團,藍沙龍,丹尼爾‧安德勒 / 作家、林佑軒 / 譯者,,沙龍講座,科學哲學家丹尼爾·安德勒將接受《AI會取代人類智慧嗎？：人工...,科學哲學家丹尼爾·安德勒將接受《AI會取代人類智慧嗎？：人工智慧與人類智慧的雙重謎團》台灣譯者訪問，介紹這本著作，並就人工與人類智慧等主題進行交流，隨後進行簡短的問答環節。
2026-02-07,10:30 - 11:30,李威儀與黃勤帶對談《中平卓馬 森山大道：日本攝影家的故事》,國際沙龍,台灣《攝影之聲》創辦人暨主編李威儀、《日本攝影家的故事︰中平卓馬 森山大道》作者黃勤帶,,沙龍講座,《中平卓馬 森山大道：日本攝影家的故事》是香港資深攝影師黃勤...,《中平卓馬 森山大道：日本攝影家的故事》是香港資深攝影師黃勤帶的首部文字作品，他以攝影師的自身體驗，用文字勾劃兩位殿堂級日本攝影家在攝影道路上的顛簸開拓，並為日本近代攝影歷史留下無法磨滅的足跡。 文字與影像，兩個截然不同的藝術媒介，如何互補？當攝影家已舉世知名，其作品亦足夠好到可以自己說話，為何還不得不書寫？台灣《攝影之聲》創辦人暨主編李威儀與作者黃勤帶，將深度對談，梳理影像創作與文字論述之間，彼此獨立卻誰也離不開誰的曖昧瓜葛。
2026-02-07,10:30 - 11:20,泰國廣告人開腦洞給你看──鮭魚廣告製作公司創意總監維猜的創意煉金術,泰國主題國館,,,講座,In this age of information ove...,In this age of information overload， every advertisement strives to reach consumers in distinct ways. But which ads leave a lasting impression， where the advertisement itself surpasses the appeal of the product it promotes? We are delighted to welcome Vichai from Thailand to share the contents of his new book in Taiwan and lead everyone into the world of advertising!
